NoMembre;NoCartier;NoAccorderie;NoPointService;NoTypeCommunication;NoOccupation;NoOrigine;NoSituationMaison;NoProvenance;NoRevenuFamilial;NoArrondissement;NoVille;NoRegion;CodePostal;NoTypeTel1;PosteTel2;NoTypeTel2;NoTypeTel3;AchatRegrouper;PretActif;PretRadier;PretPayer;EtatCompteCourriel;BottinTel;BottinCourriel;MembreActif;MembreConjoint;NoMembreConjoint;Sexe;AnneeNaissance;PrecisezOrigine;MembrePrinc;NomAccorderie;RecevoirCourrielGRP;PasCommunication;TransfereDe
10319;0;92;34;1;6;1;5;3;4;0;35010;4;G0X 1M0;2;;1;1;0;0;\N;\N;\N;0;0;-1;0;0;0;0;\N;0;\N;0;0;\N
10318;0;92;34;3;5;1;2;3;3;0;35005;4;G0X 1W0;2;;1;1;0;0;\N;\N;\N;-1;0;-1;0;0;0;1961;\N;0;\N;0;0;\N
10317;0;92;34;2;4;1;6;2;6;0;35027;4;G0X 3H0;2;;1;1;0;0;\N;\N;\N;0;0;-1;-1;10314;1;1967;\N;0;\N;0;0;\N
10314;0;92;34;2;4;1;6;3;6;0;35027;4;G0X 3H0;2;;1;1;0;0;\N;\N;\N;-1;0;-1;0;0;0;1972;\N;-1;\N;0;0;\N
10315;0;92;34;1;4;1;3;2;2;0;35027;4;G0X 3H0;4;;1;1;0;0;\N;\N;\N;-1;0;-1;0;0;0;2002;\N;0;\N;0;0;\N
10316;0;120;33;4;6;1;2;2;3;0;47015;16;J2G 1Z2;3;;1;1;-1;0;\N;\N;\N;-1;0;-1;0;0;0;1941;\N;0;\N;0;0;\N
10312;0;92;5;2;5;1;5;2;1;0;36033;4;G9N 1R4;4;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1961;\N;0;\N;0;0;\N
10313;0;92;34;2;4;1;4;3;4;0;35050;4;G0X 3G0;4;;1;1;0;0;\N;\N;\N;0;-1;-1;0;0;0;1981;\N;0;\N;0;0;\N
10310;0;114;24;2;4;1;2;6;5;42;66023;6;H2J 3G7;4;;1;1;0;0;\N;\N;\N;0;-1;0;0;0;1;1958;\N;0;\N;0;0;\N
10311;0;109;19;2;4;1;4;2;4;0;44037;5;J1A 2G2;4;;1;1;0;0;\N;\N;\N;0;0;-1;0;0;0;1976;\N;0;\N;-1;0;\N
10308;0;109;19;2;4;1;6;5;6;5;43027;5;J1G 5A9;4;;1;1;0;0;\N;\N;\N;0;0;-1;0;0;0;1993;\N;-1;\N;-1;0;\N
10309;0;109;19;2;4;1;6;5;6;5;43027;5;J1G 5A9;4;;1;1;0;0;\N;\N;\N;0;-1;-1;-1;10308;1;1993;\N;0;\N;-1;0;\N
10307;0;115;25;2;6;1;2;6;4;15;58227;16;J4J 0A1;4;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1933;\N;0;\N;-1;0;\N
10306;0;120;33;2;5;3;2;3;3;0;47020;16;J2G 2S6;2;;1;1;0;0;\N;\N;\N;0;0;-1;0;0;0;1957;\N;0;\N;-1;0;\N
10304;0;109;19;2;6;3;5;3;6;9;43027;5;J1L 2S4;4;;2;1;0;0;\N;\N;\N;0;0;-1;0;0;1;1946;\N;-1;\N;-1;0;\N
10305;0;109;19;1;6;1;5;3;6;9;43027;5;J1L 2S4;2;;4;1;0;0;\N;\N;\N;0;0;-1;-1;10304;0;1958;\N;0;\N;-1;0;\N
10302;0;92;34;1;5;1;5;6;2;0;35027;4;G0X 3H0;1;;1;1;0;0;\N;\N;\N;0;0;-1;0;0;0;1994;\N;0;\N;0;0;\N
10303;0;92;5;2;6;1;2;2;4;0;36033;4;G9N 1E2;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1950;\N;0;\N;-1;0;\N
10301;0;114;24;2;6;1;2;2;5;45;66023;6;H1X 2E4;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1949;\N;0;\N;-1;0;\N
10300;0;118;30;2;7;1;2;2;5;0;10043;1;G0L 1B0;4;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;0;\N;0;\N;-1;0;\N
10299;0;117;28;2;4;1;2;2;1;0;96020;9;G5C 1L8;4;;1;1;0;0;\N;\N;\N;0;0;-1;0;0;0;0;\N;0;\N;0;0;\N
10298;0;120;33;2;4;1;2;6;5;0;47020;16;J2G 6T6;4;;1;1;-1;0;\N;\N;\N;-1;-1;-1;0;0;0;1969;\N;0;\N;-1;0;\N
10297;0;109;35;2;7;3;6;2;6;0;44080;5;J1E 2K7;4;;1;1;0;0;\N;\N;\N;0;0;-1;0;0;0;1987;\N;0;\N;-1;0;\N
10296;0;109;19;2;7;3;6;2;6;0;44080;5;J0B 3H0;2;;1;1;-1;0;\N;\N;\N;0;-1;0;0;0;0;1987;\N;0;\N;-1;0;\N
10294;0;109;19;1;5;1;2;2;3;9;43027;5;J1H 3L6;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1967;\N;0;\N;-1;0;\N
10295;0;109;19;1;7;1;2;2;3;0;40017;5;J0A 1N0;4;;2;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1956;\N;0;\N;-1;0;\N
10293;0;121;36;1;4;1;5;6;6;0;99906;101;Y1A 3W1;3;;1;1;0;0;\N;\N;\N;0;0;-1;0;0;1;1972;\N;0;\N;0;0;\N
10291;0;121;36;2;4;3;6;2;6;0;99906;101;Y1A 4T2;4;;1;1;0;0;\N;\N;\N;0;-1;-1;0;0;0;1979;\N;0;\N;-1;0;\N
10292;0;121;36;2;4;3;5;6;6;0;99906;101;Y1A 4H6;3;;1;1;0;0;\N;\N;\N;0;0;-1;0;0;0;1992;\N;0;\N;0;0;\N
10290;0;120;33;2;6;1;2;6;3;0;47020;16;J2G 5W8;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1956;\N;0;\N;-1;0;\N
10289;0;109;19;2;4;1;3;2;5;0;44080;5;J0B 3H0;4;;1;1;-1;0;\N;\N;\N;-1;-1;-1;0;0;1;1979;\N;0;\N;-1;0;\N
10287;0;121;36;0;0;0;0;0;0;0;99906;101;Y1A 5B3;\N;\N;\N;\N;\N;\N;\N;\N;\N;-1;-1;-1;0;0;\N;\N;\N;0;Yukon;-1;\N;\N
10288;0;114;24;2;4;1;6;3;5;46;66023;6;H2P 1Z9;4;;1;1;0;0;\N;\N;\N;0;-1;0;0;0;1;1991;\N;0;\N;-1;0;\N
10286;0;109;19;2;4;1;6;6;6;9;43027;5;J1N 0L2;4;;1;1;0;0;\N;\N;\N;0;0;-1;0;0;1;1976;\N;0;\N;-1;0;\N
10285;0;92;34;1;6;1;2;4;3;0;35015;4;G0X 2G0;2;;4;1;0;0;\N;\N;\N;-1;-1;-1;0;0;1;1956;\N;0;\N;0;0;\N
10284;0;109;19;2;4;1;5;3;5;5;43027;5;J1G 2H9;4;;1;1;0;0;\N;\N;\N;0;0;-1;0;0;0;1994;\N;0;\N;-1;0;\N
10282;0;120;33;2;4;1;4;6;4;0;47020;16;J2G 4V9;4;;1;1;0;0;\N;\N;\N;0;-1;-1;0;0;0;1990;\N;0;\N;-1;0;\N
10279;0;109;19;2;7;3;6;3;6;9;43027;5;J1J 3H2;4;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1985;\N;0;\N;-1;0;\N
10280;0;109;19;1;7;1;6;6;6;9;43027;5;J1L 1P1;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1981;\N;0;\N;-1;0;\N
10281;0;109;19;2;4;1;5;3;5;7;43027;5;J1H 2Z7;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1984;\N;0;\N;-1;0;\N
10283;0;109;19;2;6;1;2;2;5;9;43027;5;J1L 2B8;2;;4;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1947;\N;0;\N;-1;0;\N
10278;0;120;33;2;6;1;5;2;6;0;55008;16;J0E 1E0;4;;2;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1968;\N;0;\N;-1;0;\N
10277;0;114;24;2;7;2;2;2;4;42;66023;6;H2L 4G4;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;1;1959;\N;0;\N;-1;0;\N
10276;0;114;24;2;2;1;2;3;1;45;66023;6;H2S 3C8;4;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1988;\N;0;\N;0;0;\N
10273;0;120;33;2;5;1;5;5;6;0;47020;16;J2H 2X7;4;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1988;\N;0;\N;-1;0;\N
10274;0;120;33;2;4;1;5;2;6;0;46075;16;J2K 3G8;4;;1;1;-1;0;\N;\N;\N;-1;0;-1;0;0;0;1984;\N;0;\N;-1;0;\N
10275;0;114;24;2;7;1;6;2;5;0;79037;15;J0T 1T0;2;;1;1;0;0;\N;\N;\N;0;-1;-1;0;0;0;1966;\N;0;\N;-1;0;\N
10272;0;109;19;2;6;3;2;2;3;9;43027;5;J1L 2H7;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1955;\N;0;\N;0;0;\N
10271;0;109;35;0;0;0;0;0;0;0;44080;5;J0B 3H0;\N;\N;\N;\N;\N;\N;\N;\N;\N;-1;-1;-1;0;0;\N;\N;\N;0;Coop des prés;-1;\N;\N
10270;0;114;24;2;5;2;4;3;3;45;66023;6;H1X 2G1;4;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1977;\N;0;\N;-1;0;\N
10269;0;120;33;2;5;1;4;3;3;0;47020;16;J2G 3V1;4;;1;1;0;0;\N;\N;\N;0;0;-1;0;0;0;1940;\N;0;\N;-1;0;\N
10267;0;120;33;1;4;1;4;6;4;0;47020;16;J0H 2B0;2;;3;1;-1;0;\N;\N;\N;-1;0;0;0;0;0;0;\N;0;\N;0;0;\N
10268;0;120;33;1;4;1;4;6;4;0;54065;16;J0H 2B0;2;;3;1;-1;0;\N;\N;\N;-1;-1;-1;0;0;0;0;\N;0;\N;-1;0;\N
10266;0;120;33;2;4;1;6;2;6;0;47015;16;J2G 3G4;4;62508;3;1;-1;0;\N;\N;\N;0;0;-1;0;0;0;1986;\N;0;\N;-1;0;\N
10263;0;92;34;2;5;3;5;2;1;0;35027;4;G0X 3H0;1;;1;1;0;0;\N;\N;\N;0;-1;-1;0;0;0;1993;\N;-1;\N;0;0;\N
10256;0;92;34;2;6;1;5;4;1;0;35050;4;G0X 3G0;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;-1;10257;1;1950;\N;0;\N;0;0;\N
10257;0;92;34;2;6;1;5;6;1;0;35050;4;G0X 3G0;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1958;\N;-1;\N;0;0;\N
10258;0;92;34;3;5;1;2;4;2;0;35027;4;G0X 3H0;2;;1;1;0;0;\N;\N;\N;-1;0;-1;0;0;0;1955;\N;0;\N;0;0;\N
10259;0;92;34;3;6;1;2;4;1;0;35050;4;G0X 3G0;2;;1;1;0;0;\N;\N;\N;-1;0;-1;0;0;0;43;\N;0;\N;0;0;\N
10260;0;92;34;4;1;1;1;1;1;0;35050;4;G0X 3G0;2;;1;1;0;0;\N;\N;\N;0;0;-1;0;0;0;0;\N;0;\N;0;0;\N
10261;0;92;34;2;5;1;6;6;1;0;35050;4;G0X 3G0;1;;1;1;0;0;\N;\N;\N;0;0;-1;0;0;0;1997;\N;0;\N;0;0;\N
10262;0;92;34;1;5;2;6;2;2;0;35010;4;G0X 3G0;1;;1;1;0;0;\N;\N;\N;0;0;0;0;0;1;1995;\N;0;\N;0;0;\N
10264;0;92;34;1;4;1;5;2;1;0;35027;4;G0X 3H0;4;;1;1;0;0;\N;\N;\N;0;0;-1;-1;10263;1;0;\N;0;\N;0;0;\N
10255;0;109;19;2;4;3;6;6;5;9;43027;5;J1J 4M5;4;;1;1;0;0;\N;\N;\N;0;-1;-1;0;0;1;1993;\N;0;\N;-1;0;\N
10254;0;109;19;2;4;1;6;6;6;5;43027;5;J1G 1N7;4;;1;1;0;0;\N;\N;\N;0;-1;-1;0;0;0;1976;\N;0;\N;-1;0;\N
10253;0;92;5;2;4;1;6;2;6;0;36033;4;G9T 1A7;4;;1;1;-1;0;\N;\N;\N;0;0;-1;-1;10252;0;1978;\N;0;\N;-1;0;\N
10252;0;92;5;2;4;1;6;2;6;0;36033;4;G9T 1A7;4;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;1;1978;\N;-1;\N;-1;0;\N
10265;7;2;1;2;1;1;1;1;1;55;23027;3;G1L 1B1;3;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;0;\N;0;\N;-1;0;\N
10249;0;109;19;2;4;1;1;5;1;7;43027;5;J1H 6C7;4;;1;1;0;0;\N;\N;\N;0;-1;-1;0;0;0;1988;\N;0;\N;0;0;\N
10250;0;109;19;2;2;3;1;1;1;0;44071;5;J0B 1L0;1;;1;1;0;0;\N;\N;\N;0;0;-1;0;0;1;0;\N;0;\N;0;0;\N
10251;0;109;19;2;5;1;2;3;3;7;43027;5;J1H 1X3;4;;1;1;-1;0;\N;\N;\N;0;-1;-1;0;0;0;1965;\N;0;\N;-1;0;\N
10246;0;92;34;2;6;1;5;2;3;0;35010;4;G0X 1M0;2;;1;1;0;0;\N;\N;\N;0;0;-1;0;0;0;0;\N;0;\N;0;0;\N
10245;0;92;5;2;5;1;6;2;4;0;36033;4;G0X 2L0;4;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;0;\N;0;\N;0;0;\N
10244;0;92;5;2;4;3;6;6;5;0;36033;4;G9N 2W9;4;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;1;1990;\N;0;\N;0;0;\N
10247;0;118;30;2;4;3;6;3;6;0;10043;1;G5N 0C3;4;;2;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;1979;\N;-1;\N;-1;0;\N
10248;0;118;30;2;4;1;6;3;6;0;10043;1;G5N 0C3;4;;2;1;0;0;\N;\N;\N;-1;-1;0;-1;10247;1;1971;\N;0;\N;-1;0;\N
10242;0;115;25;2;4;1;6;3;6;0;58007;16;J4W 1R7;4;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1988;\N;0;\N;-1;0;\N
10243;0;115;25;2;4;1;6;5;5;15;58227;16;J4J 5G7;4;;1;1;0;0;\N;\N;\N;0;0;-1;0;0;0;1972;\N;0;\N;-1;0;\N
10238;0;120;33;2;6;1;2;2;4;0;47020;16;J2G 2K8;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1948;\N;0;\N;-1;0;\N
10239;0;109;19;2;4;1;1;3;1;7;43027;5;J1H 6C7;4;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;1988;\N;0;\N;0;0;\N
10240;0;120;33;2;4;3;2;2;4;0;46075;16;J0E 1S0;4;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;1;1969;\N;0;\N;-1;0;\N
10241;0;109;19;1;5;1;2;2;3;7;43027;5;J1H 4S9;4;;1;1;0;0;\N;\N;\N;0;0;-1;0;0;1;1980;\N;0;\N;0;0;\N
10237;0;109;19;2;4;3;5;6;4;7;43027;5;J1H 6J6;4;;1;1;0;0;\N;\N;\N;0;-1;-1;0;0;0;1989;\N;0;\N;-1;0;\N
10236;0;120;33;2;4;1;4;2;5;0;47020;16;J2H 0X5;4;;1;1;-1;0;\N;\N;\N;-1;0;-1;0;0;0;1980;\N;0;\N;-1;0;\N
10230;0;120;33;2;4;1;6;2;6;0;55023;16;J0L 1T0;4;;1;1;-1;0;\N;\N;\N;0;-1;-1;0;0;0;1971;\N;-1;\N;-1;0;\N
10231;0;92;34;2;2;1;3;6;3;0;35050;4;G0X 3G0;4;;1;1;0;0;\N;\N;\N;-1;0;-1;0;0;0;0;\N;0;\N;0;0;\N
10232;0;92;34;2;5;1;2;6;3;0;35027;4;G0X 3H0;3;;1;1;0;0;\N;\N;\N;0;0;-1;0;0;1;1994;\N;0;\N;0;0;\N
10233;0;92;34;2;2;1;2;6;3;0;35027;4;G0X 3H0;2;;1;1;0;0;\N;\N;\N;-1;0;-1;0;0;1;1995;\N;0;\N;0;0;\N
10234;0;92;34;2;2;1;3;6;3;0;35027;4;G0X 3H0;4;;1;1;0;0;\N;\N;\N;-1;0;-1;0;0;1;1994;\N;0;\N;0;0;\N
10235;0;92;34;2;4;1;6;6;5;0;35005;4;G0X 1W0;3;;2;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1988;\N;0;\N;0;0;\N
10227;0;109;19;1;6;1;5;6;5;5;43027;5;J1G 4V6;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1963;\N;0;\N;0;0;\N
10228;0;109;19;2;4;1;6;1;6;5;43027;5;J1E 3J5;2;;1;1;0;0;\N;\N;\N;0;0;-1;0;0;0;1986;\N;0;\N;-1;0;\N
10229;0;118;30;2;6;1;4;3;5;0;10043;1;G5J 1J1;2;;4;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1956;\N;0;\N;-1;0;\N
10225;0;120;33;2;7;1;5;6;5;0;46090;16;J2K 4Y8;4;;2;1;-1;0;\N;\N;\N;-1;-1;-1;0;0;0;1962;\N;0;\N;-1;0;\N
10224;0;120;33;2;5;1;4;2;3;0;46080;16;J2K 2C2;4;;1;1;-1;0;\N;\N;\N;-1;-1;-1;0;0;0;1985;\N;0;\N;-1;0;\N
10223;0;114;24;2;4;3;2;4;4;45;66023;6;H1W 0A2;4;;1;1;0;0;\N;\N;\N;0;-1;-1;0;0;1;1962;\N;0;\N;-1;0;\N
10221;0;92;34;2;6;1;5;4;5;0;35010;4;G0X 1M0;4;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1957;\N;-1;\N;0;0;\N
10222;0;92;34;2;6;1;5;2;5;0;35010;4;G0X 1M0;4;;2;1;0;0;\N;\N;\N;-1;0;-1;-1;10221;1;1945;\N;0;\N;-1;0;\N
10220;0;92;34;2;6;1;6;2;5;0;35010;4;G0X 1M0;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1968;\N;0;\N;0;0;\N
10216;0;109;19;2;7;1;4;2;4;0;42005;5;J0B 3G0;2;;1;1;0;0;\N;\N;\N;0;-1;-1;0;0;0;1986;\N;0;\N;-1;0;\N
10217;0;109;19;2;7;1;3;6;3;0;45060;5;J0B 1W0;4;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;1;1981;\N;0;\N;-1;0;\N
10218;0;120;33;2;4;1;5;6;6;0;47005;16;J2L 3H8;4;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1969;\N;0;\N;-1;0;\N
10219;0;120;33;2;7;1;6;2;1;0;47020;16;J2J 0R4;4;;1;1;-1;0;\N;\N;\N;0;-1;-1;0;0;0;1988;\N;0;\N;-1;0;\N
10214;0;109;19;2;7;1;2;2;5;0;45095;5;J0E 1G0;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1981;\N;0;\N;-1;0;\N
10215;0;109;19;2;6;1;2;2;5;8;43027;5;J1N 3G5;4;;1;1;0;0;\N;\N;\N;0;0;-1;0;0;0;1950;\N;0;\N;-1;0;\N
10213;0;92;32;2;4;3;6;2;5;64;37067;4;G9B 7N5;4;;1;1;0;0;\N;\N;\N;0;0;-1;0;0;1;1981;\N;0;\N;0;0;\N
10210;0;109;19;2;6;1;5;2;5;8;43027;5;J1N 2C7;2;;1;1;0;0;\N;\N;\N;0;0;-1;0;0;0;1953;\N;0;\N;-1;0;\N
10211;0;92;34;1;6;1;2;5;1;0;35020;4;G0X 2B0;2;;1;1;0;0;\N;\N;\N;-1;0;-1;0;0;0;1950;\N;0;\N;0;0;\N
10212;0;92;5;2;4;3;4;2;5;0;36033;4;G9P 3V8;4;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1985;\N;0;\N;0;0;\N
10209;0;115;25;2;6;1;5;2;3;15;58227;16;J4H 2E8;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;-1;9375;0;1953;\N;0;\N;-1;0;\N
10207;0;92;34;2;6;1;2;6;4;0;35035;4;G0X 1J0;2;;1;1;0;0;\N;\N;\N;0;-1;-1;0;0;0;1955;\N;0;\N;0;0;\N
10208;0;92;5;2;7;3;6;2;5;0;36033;4;G9N 6T6;4;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1981;\N;0;\N;-1;0;\N
10204;0;109;19;2;6;1;5;4;4;7;43027;5;J1H 3Y5;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1943;\N;0;\N;-1;0;\N
10205;0;109;19;1;6;1;2;6;3;7;43027;5;J1H 3Y5;2;;1;1;0;0;\N;\N;\N;-1;0;-1;0;0;1;1945;\N;0;\N;-1;0;\N
10206;0;92;5;2;6;1;2;2;4;0;36033;4;G9T 6W9;2;;1;1;0;0;\N;\N;\N;0;0;-1;0;0;0;1955;\N;0;\N;-1;0;\N
10202;0;109;19;2;4;1;2;2;6;5;43027;5;J1E 2W7;4;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;1;1972;\N;0;\N;-1;0;\N
10203;0;109;19;2;4;3;3;2;6;9;43027;5;J1H 3M3;4;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;1;1987;\N;0;\N;-1;0;\N
10198;0;92;34;4;6;1;5;6;4;0;35010;4;G0X 1M0;2;;1;1;0;0;\N;\N;\N;-1;0;-1;0;0;0;1950;\N;0;\N;0;0;\N
10199;0;109;19;1;6;1;2;2;3;4;43027;5;J1G 1M3;2;;1;1;0;0;\N;\N;\N;-1;0;-1;0;0;0;1941;\N;0;\N;0;0;\N
10200;0;92;34;2;4;1;6;3;5;0;35027;4;G0X 3H0;4;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;1;1976;\N;0;\N;0;0;\N
10201;0;92;34;1;5;1;6;5;5;0;35050;4;G0X 3G0;2;;1;1;0;0;\N;\N;\N;0;0;-1;0;0;0;1982;\N;0;\N;0;0;\N
10197;0;109;19;2;4;3;5;3;5;9;43027;5;J1L 2N8;4;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;1;1987;\N;0;\N;-1;0;\N
10195;0;92;34;2;4;1;2;4;5;69;37067;4;G9A 6G9;4;;1;1;0;0;\N;\N;\N;0;0;-1;0;0;0;1996;\N;0;\N;0;0;\N
10196;0;92;34;1;5;1;2;6;2;0;35027;4;G0X 3H0;4;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;1;1998;\N;0;\N;0;0;\N
10193;0;109;19;2;7;1;2;2;5;53;23027;3;J1L 2G2;4;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;1;1956;\N;0;\N;-1;0;\N
10194;0;109;19;2;6;1;2;6;3;9;43027;5;J1H 3H9;4;;1;1;0;0;\N;\N;\N;0;0;0;0;0;0;1953;\N;0;\N;-1;0;\N
10190;0;92;34;2;6;1;5;2;4;0;35005;4;G0X 1W0;2;;1;1;0;0;\N;\N;\N;0;0;-1;-1;10191;0;1950;\N;0;\N;0;0;\N
10191;0;92;34;2;6;1;5;2;4;0;35005;4;G0X 1M0;2;;1;1;0;0;\N;\N;\N;0;0;-1;0;0;1;1943;\N;-1;\N;0;0;\N
10192;0;109;19;2;4;1;6;2;3;9;43027;5;J1H 3V8;4;;1;1;0;0;\N;\N;\N;0;-1;0;0;0;0;1961;\N;0;\N;0;0;\N
10188;0;109;19;2;6;1;2;2;4;5;43027;5;J1G 1G8;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;1;1951;\N;0;\N;-1;0;\N
10189;0;109;19;2;1;2;2;2;1;0;45050;5;J0B 2C0;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;1;1966;\N;0;\N;-1;0;\N
10186;0;92;34;2;4;1;5;3;6;0;35050;4;G0X 3G0;2;;1;1;0;0;\N;\N;\N;0;0;-1;0;0;0;0;\N;0;\N;-1;0;\N
10187;0;92;34;1;4;1;5;3;6;0;35050;4;G0X 3G0;2;;1;1;0;0;\N;\N;\N;0;0;-1;0;0;1;0;\N;0;\N;0;0;\N
10184;0;109;19;2;6;1;2;2;3;9;43027;5;J1L 1Z2;2;;1;1;0;0;\N;\N;\N;0;-1;-1;0;0;0;1946;\N;0;\N;-1;0;\N
10185;0;109;19;2;6;1;2;6;5;9;43027;5;J1H 3M8;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;1;1953;\N;0;\N;-1;0;\N
10183;0;109;19;2;4;1;2;2;5;7;43027;5;J1K 1N2;2;;4;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1972;\N;0;\N;-1;0;\N
10181;0;109;19;2;5;1;5;4;5;7;43027;5;J1H 3K7;2;;1;1;0;0;\N;\N;\N;0;-1;-1;0;0;0;1972;\N;0;\N;-1;0;\N
10180;0;92;5;2;5;1;2;2;1;0;36033;4;G9N 4Z3;4;;1;1;0;0;\N;\N;\N;0;-1;0;0;0;0;1981;\N;0;\N;0;0;\N
10179;0;92;32;2;4;1;3;2;4;64;37067;4;G8V 1N3;4;;1;1;0;0;\N;\N;\N;0;0;0;0;0;1;1955;\N;0;\N;-1;0;\N
10178;0;92;34;1;4;1;2;3;5;0;35010;4;G0X 1M0;2;;2;1;0;0;\N;\N;\N;-1;0;-1;0;0;0;1967;\N;0;\N;0;0;\N
10177;0;92;34;1;2;1;1;2;2;0;35010;4;G0X 1M0;4;;1;1;0;0;\N;\N;\N;0;0;-1;0;0;1;2006;\N;0;\N;0;0;\N
10176;0;109;19;2;4;1;2;2;3;7;43027;5;J1H 5X4;4;;1;1;0;0;\N;\N;\N;0;-1;-1;0;0;0;1982;\N;0;\N;-1;0;\N
10175;0;115;25;2;4;1;6;6;5;20;58227;16;J3Y 8T8;2;;1;1;0;0;\N;\N;\N;0;0;-1;0;0;0;1983;\N;0;\N;-1;0;\N
10174;0;109;19;1;2;1;3;2;3;9;43027;5;J1H 3L4;4;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;1;1986;\N;0;\N;0;0;\N
10182;0;92;5;2;2;1;6;2;6;0;36033;4;G9P 1A1;4;;2;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;2004;\N;0;\N;-1;0;\N
10173;0;118;30;2;6;1;5;5;5;0;8053;1;G4W 9C1;4;;1;1;0;0;\N;\N;\N;0;-1;-1;0;0;0;1962;\N;0;\N;-1;0;\N
10172;0;114;24;2;4;1;6;5;6;45;66023;6;H1X 1T4;4;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1977;\N;0;\N;0;0;\N
10169;0;92;34;2;4;2;4;2;3;0;35050;4;G0X 3G0;4;;1;1;0;0;\N;\N;\N;0;0;-1;0;0;0;1986;\N;0;\N;-1;0;\N
10171;0;117;28;2;6;1;1;1;1;0;96020;9;G5C 2Y9;4;;1;1;0;0;\N;\N;\N;0;0;-1;0;0;0;0;\N;0;\N;-1;0;\N
10168;0;92;34;3;4;1;2;3;5;0;35050;4;G0X 3G0;4;;1;4;0;0;\N;\N;\N;0;0;-1;0;0;0;1989;\N;0;\N;-1;0;\N
10170;0;92;34;2;3;3;2;2;1;0;35050;4;G0X 3G0;4;;1;1;0;0;\N;\N;\N;0;0;-1;0;0;0;1978;\N;0;\N;0;0;\N
10167;0;92;5;2;6;3;5;2;4;0;36033;4;G9N 4L4;4;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1954;\N;0;\N;0;0;\N
10166;0;92;5;2;2;1;2;2;3;0;36033;4;G9N 1K6;4;;1;1;0;0;\N;\N;\N;0;-1;-1;0;0;1;1988;\N;0;\N;0;0;\N
10165;0;92;34;1;6;1;2;6;3;0;35050;4;G0X 3G0;4;;1;1;0;0;\N;\N;\N;-1;0;-1;0;0;0;0;\N;0;\N;0;0;\N
