"NoDemandeService";"NoMembre";"NoAccorderie";"TitreDemande";"Description";"Approuve";"Supprimer";"Transmit";"DateDebut";"DateFin"
"154";"1314";"2";"Transcriptions de Documents qui sont dans d'autres Langues que le Français";"Suite à un "" AVC"", dont j'ai subit en 1988, je suis à mettre en place, un "" Nouveau Service de Transcription de Documents en Autres Langues que le Français "".
Ceux ci seront transmis à chacune des Associations qui travaillent avec des personnes ayant sub";"0";"-1";"0";"2009-05-11";"2010-05-11"
"155";"471";"2";"Voyage aller-retour Joliette pour Fête des pères";"Je dois monter direction Joliette pour la Fête des pères car mon père est gravement malade";"-1";"-1";"0";"2009-05-12";"2009-06-23"
"156";"612";"104";"Lavage de vitres";"3 grandes, deux portes et celle de la salle de bain (petite)";"-1";"-1";"0";"2009-05-13";"2009-05-31"
"157";"612";"104";"Entretien ménager";"Lavage de plancher de bois franc plus prélart.
";"-1";"-1";"0";"2009-05-13";"2009-05-31"
"158";"612";"104";"Transport";"transport de la rue Parthenais près de Ontario à St-Joseph/St-Urbain pour apporter des plateaux de nourriture préparées. Si vous avez une bonne glacière ce sera le bienvenu. Pour dimanche le 17 mai. Heure à préciser lors de votre appel.";"-1";"-1";"0";"2009-05-13";"2009-05-18"
"159";"1736";"88";"Peinture d'un classeur de métal 3 tiroirs";"Peinture d'un classeur de métal 3 tiroirs. STP contacter Gen 514-943-2351";"-1";"-1";"0";"2009-05-14";"2009-05-31"
"160";"1019";"86";"Graver un CD de mes chansons favorites";"J'aimerais me faire un graver un CD avec des vieilles chansons que je vous indiquerai. Je paierais les frais nécessaires.";"0";"-1";"0";"2009-05-15";"2009-08-01"
"161";"1362";"2";"Inititiation à la batterie électronique";"Recherche une personne possédant une batterie électronique, pour suivre quelques leçons de base et conseils sur le choix d'une bonne batterie électronique.";"-1";"-1";"0";"2009-05-19";"2009-06-10"
"162";"1197";"88";"aide a remplir formulaire";"parrainage pour une demande d'immigration";"-1";"-1";"0";"2009-05-25";"2009-06-25"
"163";"1736";"88";"Vélo: installer un panier et mise au point";"Vélo à faire une mise au point,installer un panier et storage.";"-1";"-1";"0";"2009-05-26";"2009-12-26"
"164";"1736";"88";"Poser un téléviseur de 25 pouces sur tablette murale.";"Poser un téléviseur de 25 pouces sur tablette murale.";"-1";"-1";"0";"2009-05-26";"2009-11-26"
"165";"1306";"104";"nourrir animaux et arroser plantes";"J'ai besoin de quelqu'un pour nourrir mes chats, changer leur litière et arroser mes plantes entre le 17 juin et le 2 juillet (pour 4 ou 5 visites seulement).
Merci!";"-1";"-1";"0";"2009-05-26";"2009-06-17"
"166";"1690";"2";"besoin d'un homme à tout faire!";"J'AURAIS BESOIN QU'UN HOMME PRÉPARE MA PISCINE ET TRAVAILLE SUR LE TERRAIN ET DEHORS AVANT LA VENUE D''''UN ÉTÉ PROBABLE AHAHA!";"0";"-1";"0";"2009-06-02";"2009-06-30"
"167";"1690";"2";"D'UN OU D'UNE PEINTRE ET TIREUR DE JOINT!";"UNE PERSONNE SOIGNÉ ET VOLONTAIRE.M'AVISE À L'AVANCE CAR DOIT ALLER CHERCHER PEINTURE AVANT .ET PETITES FINITIONS.CONNAÎTRE UN PEU D'ÉLECTRICITÉE  SERAIT VRAIMENT BIENVENUE!CIAO ";"0";"-1";"0";"2009-06-02";"2009-07-30"
"168";"1465";"2";"transport pour sofa";"j'aurais besoin, idéalement le 1 juillet
après 16h, mais les jours alentours conviennent aussi, d'une personne pour
déménager 1 divan et 1 malle.";"0";"-1";"0";"2009-06-12";"2009-06-30"
"169";"1780";"88";"Réparation voiture";"Je dois faire changer le moteur de la fan de mon radiateur";"-1";"-1";"0";"2009-06-16";"2009-06-21"
"170";"1775";"2";"Conversation en portugais brésilien";"Niveau intermédiaire en portugais brésilien. Cherche à améliorer la conversation. Hispanophone d'origine. Matin ou soir.";"0";"-1";"0";"2009-06-16";"2010-06-16"
"171";"1690";"2";"Aide pour partir ma piscine";"Recherche quelqu'un pour partir ma piscine (installer le filtreur, etc.).";"-1";"-1";"0";"2009-06-17";"2009-06-30"
"172";"1775";"2";"Conversation en portugais brésilien";"Niveau intermédiaire en portugais, cherche à améliorer la conversation. Matin ou soir";"0";"-1";"0";"2009-06-17";"2010-06-17"
"173";"1760";"2";"Des bras pour un moyen déménagement";"J'aurais besoin de 4 personnes pour m'aider à décharger un camion samedi le 27 juin vers 13:00 au 835 Des Chênes à St-Nicolas. Puis nous irons ensuite au 3170 Quatre-Bourgeois apt.3 à Sainte-Foy charger le camion de nouveau surtout un mobilier de chambre ";"0";"-1";"0";"2009-06-18";"2009-06-28"
"174";"1774";"2";"Recherche bras pour gros déménagement";"Je déménage le 1er juillet et j'ai le camion après 18h30. J'ai besoin de l'aide de 2 personnes, pendant 2 à 3 heures pour les gros morceaux (électros, divan, etc.). ";"-1";"-1";"0";"2009-06-19";"2009-07-01"
"175";"173";"2";"Transport pour déménagement avec boule";"Besoin de quelqu'un avec un camion, pick-up ou remorque pour aller chercher un poêle à St-Catherine de la Jacques Cartier réponse au plus tard Samedi. Le tout effectué aux conditions de l'accorderie. Intéressé appeler moi Olivier au 418-564-5436";"0";"-1";"0";"2009-06-23";"2009-06-27"
"176";"910";"2";"Transport pour déménager un poêle";"Besoin de quelqu'un avec un camion, pick-up ou remorque pour aller chercher un poêle à Ste-Catherine de la Jacques Cartier -SVP répondre au plus tard samedi 27 juin. Le tout serait effectué au plus tard la semaine prochaine, aux conditions de l'Accorderie";"-1";"-1";"0";"2009-06-25";"2009-06-27"
"177";"1385";"104";"demande hebergement a la ville de quebec";"lors de mes deplacements ponctuel a Quebec je recherche un hebergement de 3 jours a 8 jours";"-1";"-1";"0";"2009-06-29";"2010-06-30"
"178";"1795";"104";"Réparation d'appareils électroniques";"Je cherche quelqu'un qui pourrait réparer des appareils électroniques (baladeur CD, lumières pour vélo et téléviseur)";"-1";"-1";"0";"2009-06-30";"2009-08-30"
"179";"292";"2";"108-E-5";"J'aimerais que quelque me fasse un portfolio pour présenter a une agence de mannequin.";"0";"-1";"0";"2009-07-02";"2009-07-02"
"180";"1797";"88";"Conversation anglais";"Je cherche une personne pour converser en anglais, idéalement Plateau Mont Royal ou Centre ville";"-1";"-1";"0";"2009-07-06";"2009-12-31"
"181";"1795";"104";"Covoiturage de Montréal à Sherbrooke";"Bonjour, je cherche du covoiturage de Montréal à Sherbrooke pour la semaine prochaine (probablement mercredi le 15juillet) si jamais quelqu'un s'en va dans cette direction.";"-1";"-1";"0";"2009-07-15";"2009-07-18"
"182";"1795";"104";"Aide pour pratiquer patin à roues alignées";"J'aimerais avoir de l'aide ou de l'accompagnement pour pratiquer le patin à roues alignées";"-1";"-1";"0";"2009-07-07";"2009-11-01"
"183";"1795";"104";"Aide pour réparation de vêtements";"J'aurais besoin d'aide pour réparer des vêtements trouées ou déchirées.";"-1";"-1";"0";"2009-07-07";"2010-07-07"
"184";"1806";"2";"Lavage de vêtements";"Bonjour,
Je recherche une personne possédant une laveuse et une sécheuse, qui pourrait faire notre lavage (et éventuellement le repassage), car il n'y en a pas dans l'appartement que nous louons pour cet été. 
Merci d'avance !";"-1";"-1";"0";"2009-07-08";"2009-08-31"
"185";"1362";"2";"Initiation / leçons d'aérographe (airbrush)";"Initiation/leçons d'aérographe: techniques de base, utilisation du pochoir, dessin à main levée, dilution des couleurs, préparation des surfaces (base coat), application de la laque (clear coat).";"-1";"-1";"0";"2009-07-09";"2009-09-30"
"186";"372";"2";"Débosselage";"J'aurais besoin d'aide pour débosseler une mini-bus.";"-1";"-1";"0";"2009-07-10";"2009-10-30"
"187";"372";"2";"Soudure";"J'aurais besoin d'aide pour souder le pare-chocs d'une mini-bus.";"-1";"-1";"0";"2009-07-10";"2009-09-30"
"188";"372";"2";"Aide ménager";"J'aurais besoin d'une aide environ une fois par semaine pour faire le ménage. Merci!";"-1";"-1";"0";"2009-07-10";"2010-07-10"
"189";"1819";"88";"ateliers de peinture";"Je cherche qqn qui aime la peinture et aime faire de l'accompagnement pour peindre pour me motiver à faire de la peinture. C'est pas vraiment un cours que je cherche, mais qqn qui en fait régulièrement pour un genre de coaching.";"-1";"-1";"0";"2009-07-10";"2009-07-31"
"190";"1819";"88";"Apprendre à jongler";"Je cherche qqn qui sait jongler avec plus que trois balles et qui pourrait me montrer des techniques";"-1";"-1";"0";"2009-07-12";"2009-07-31"
"191";"140";"2";"gros ménage";"gros ménage d'un 3&#189; sau 1560, rue du Périgord à Charlesbourg";"0";"-1";"0";"2009-07-14";"2009-07-20"
"192";"1811";"2";"cours de chant";"pratiquer 2 à 3 heures par semaine le chant. Technique de respiration, d'échauffement... Déjà pratiqué quelques cours de technique vocale, demande remise à noveau et perfectionnement en chant classique, gospel...";"0";"-1";"0";"2009-07-15";"2009-08-17"
"193";"1823";"2";"cours bureautiques (word,excel,etc..)";"je suis à la recherche d ùne personne qui pourrais  màider`a mieux comprendre le fonctionnement des logiciels word et excel dans le cadre de mon travail agent de recherche";"0";"-1";"0";"2009-07-25";"2009-12-25"
"194";"1669";"2";"Électricien";"J'aurais besoin d'un électricien pour ajout de plinthes électrique.";"0";"-1";"0";"2009-07-26";"2009-10-01"
"195";"632";"2";"Covoiturage pour Maniwaki - 31-07 au 02-08";"Bonjour,
Je suis à la recherche d'un 'lift' pour le rassemblement de Grand-père Commanda à Maniwaki du 31-07 au 02-08. Je suis seule et ne serai pas trop chargée. Merci de me contacter si vous avez une place disponible.";"-1";"-1";"0";"2009-07-26";"2009-07-30"
"196";"1812";"2";"Accordeur de piano";"Bonjour,
Je suis à la recherche d'une personne qui pourrait accorder mon piano.
Merci beaucoup!";"-1";"-1";"0";"2009-07-27";"2009-08-27"
"197";"1815";"88";"Branchement électrique d'une cuisinière";"J'ai acheté une table de cuisson électrique d'occasion.
Quand je la branche et que J'allumes une plaque, cela marche. Mais quand je veux allumer deux plaques, il semble que cela fasse court circuit.
Qui connait le branchement de ces machines ?";"-1";"-1";"0";"2009-07-28";"2009-08-01"
"198";"1775";"2";"Covoiturage Montréal-Québec";"Je cherche un automobiliste offrant deux places depuis Montréal vers Québec. Dates possibles: 6 août 2009 à partir de 12h00 ou le 7 août avant 09h00.";"-1";"-1";"0";"2009-07-29";"2009-08-08"
"199";"1775";"2";"covoiturage Québec-Montréal";"Je suis un passager qui cherche un place chez un automobiliste pour le trajet Québec-Montréal le jeudi 30 juillet 2009 en tout temps.";"0";"-1";"0";"2009-07-29";"2009-07-31"
"200";"1410";"86";"Transport Trois-Rivières Montréal";"Demande un transport Trois-Rivières /aéroport de Montréal (allée-retour)";"-1";"-1";"0";"2009-08-02";"2009-08-10"
"201";"1742";"2";"remplacer courroie de sécheuse à linge";"SVP m'aider à ouvrir la sécheuse à linge pour remplacer la courroie, m,aider à trouver ou acheter la courroie";"0";"-1";"0";"2009-08-03";"2009-12-31"
"202";"1742";"2";"sécheuse-linge: remplacer courroie";"M'aider a trouver ou acheter courroie et a la remplacer dans sécheuse-linge: remplacer courroie";"0";"-1";"0";"2009-08-03";"2009-12-12"
"203";"719";"2";"Transport pour le village ecologique du mont radar";"Recherche transport pour se rendre au site du Mont radar pour L'evenement Radar Alliance se tenant du 14 au 16 Aout.  J'ai une petite tente et un sac a dos pas immense :)";"-1";"-1";"0";"2009-08-07";"2009-08-16"
"204";"1484";"88";"Recherche une pancarte ";"Bonjour,

Je recherche une pancarte ""À louer"" pour mettre sur la porte de mon appartement.
Je vous remettrai la pancarte dès que j'en aurai plus besoin.

Merci d'avance.

Liv
418-681-1765";"0";"-1";"0";"2009-08-13";"2009-09-05"
"205";"1484";"88";"Me prêteriez-vous votre appareil photo numérique ?";"Bonjour,

Je dois prendre des photos de mon appartement que je loue pour le mois de Septembre.
J'aimerai mettre des photos de l'appartement sur le Web.
Le prêt de l'appareil vous permettra d'obtenir 2h de service (30 min pour aller le chercher et le r";"0";"-1";"0";"2009-08-13";"2009-08-15"
"206";"131";"2";"Apprendre à débiter du bois (ébénisterie)";"J'aimerais apprendre à faire le débitage du bois pour savoir comment obtenir de petites lanières de bois à partir de grosses planches.";"-1";"-1";"0";"2009-08-14";"2009-11-11"
"207";"1281";"88";"Retaper vieille table";"besoin d'aide pour sabler et revernir table de cuisine en bois";"-1";"-1";"0";"2009-08-19";"2009-12-15"
"208";"1224";"104";"conversation en anglais";"pratiquer l'anglais au cours de conversation ";"-1";"-1";"0";"2009-08-22";"2009-12-31"
"209";"1224";"104";"cours d'espagnol";"pratiquer l'espagnol ";"-1";"-1";"0";"2009-08-22";"2009-12-31"
"210";"1224";"104";"cours de couture";"apprendre la couture à la machine à coudre";"-1";"-1";"0";"2009-08-22";"2009-12-31"
"211";"1224";"104";"cours de dessin";"cherche à reprendre des cours de dessin";"-1";"-1";"0";"2009-08-22";"2009-09-06"
"212";"1882";"2";"Leçons de basse électrique";"J'aimerais apprendre des aspects techniques de la basse.  
Les styles qui m'intéressent le plus sont blues, funk, reggae et musique du monde.  
J'aimerais idéalement apprendre de quelqu'un qui pourrait jammer avec moi peut-être sur la guitare.";"-1";"-1";"0";"2009-08-24";"2009-10-01"
"213";"1845";"2";"Cours de fabrication de mouche pour la pêche";"Recherche quelqu'un pouvant donner des cours de fabrication de mouches pour la pêche, je peux fournir mon équipement. ";"-1";"-1";"0";"2009-08-25";"2009-10-25"
"214";"1875";"88";"Retaper table en bois";"besoin d'aide pour décaper et revernir une table en bois";"-1";"-1";"0";"2009-09-02";"2009-12-31"
"215";"1892";"104";"coifeuse  ";"coupe de cheveux ";"-1";"-1";"0";"2009-09-05";"2009-09-26"
"216";"1892";"104";"rapport d impot ";"bonjour  besoin d une personne expérimentée dans le service d impot  plusieures informations seraient apprécier  lors de notre rencontre merci 
";"-1";"-1";"0";"2009-09-05";"2009-09-26"
"217";"1891";"104";"création d'un site/page internet";"médiathèque collective virtuelle (banque de données, moteur de recherche, etc.)";"0";"-1";"0";"2009-09-07";"2009-10-07"
"218";"1909";"2";"Cours d'écriture musicale par le contrepoint";"Apprentissage de l'écriture musicale par le contrepoint";"-1";"-1";"0";"2009-09-08";"2010-09-08"
"219";"1019";"86";"Faire du ciment";"Pour une nouvelle fenêtre du sous-sol, le ciment doit être refait autour de la fenêtre à l'extérieur";"-1";"-1";"0";"2009-09-09";"2009-11-01"
"220";"1314";"2";"Covoiturage entre St-Apollinaire et Québec";"Je suis à la recherche d'une personne pouvant m'offrir une place à l'intérieur de son véhicule, 5 jours par semaine. 
Départ de S-Apollinaire : entre 06h45 et 07h00.
Retour vers St-Apollinaire :  à 16h00 lundi, mardi et vendredi et à 17h00 mercredi";"-1";"-1";"0";"2009-09-21";"2009-10-03"
"221";"1133";"86";"Transport, épicerie, etc. ";"Bonjour! J'ai fait un grave accident de vélo en juillet dernier. 7 fractures au tibia et arrêt de travail pour un an environ. Je n'ai pas de voiture. J'aurais besoin d'aide pour m'accompagner à l'épicerie ou autres rendez-vous. Merci!";"-1";"-1";"0";"2009-09-12";"2009-10-12"
"222";"1908";"2";"vélo d'hiver";"J'aurais besoin d'aide pour pour préparer mon vélo pour l'hiver, c'est-à-dire que je ne suis pas certaine du matériel à acheter (pneu à clous, etc ?) et j'aurais aussi besoin d'un coup de main pour l'installation. Auriez-vous des conseils à me donner? Est";"0";"-1";"0";"2009-09-21";"2009-11-21"
"223";"1910";"2";"Bons bras";"J'aurais besoin de bras pour regrouper des meubles dans un même espace, dans le but de les montrer et les vendre. Je suis prête à aider.";"0";"-1";"0";"2009-09-22";"2009-10-07"
"224";"1938";"88";"Déneigement";"Ouvrir ma cour avec une souffleuse (je vous fournie la souffleuse)";"-1";"-1";"0";"2009-09-23";"2009-11-30"
"225";"1774";"2";"recherche word office 2003";"bonjour, je viens de formater mon disque dur et j aurais besoin de remettre word office 2003 pour word pour refaire mon CV, merci, Maxime au 418-628-7835";"0";"-1";"0";"2009-09-25";"2009-10-25"
"226";"1953";"88";"conversation et apprentissage d'espagnol";"J'aimerais bien rencontrer quelqu'un régulièrement, au moins une fois par semaine pour converser et apprendre l'espagnol systématiquement. J'aurai besoin que quelqu'un puisse m'expliquer certaines grammaires et règles dans la langue espagnol. ";"-1";"-1";"0";"2009-09-26";"2010-03-26"
"227";"1882";"2";"Leçons de conduite manuelle";"J'aimerais apprendre comment conduire une voiture transmission manuelle.  Préférence pour des leçons en fin de semaine.";"-1";"-1";"0";"2009-10-24";"2009-12-01"
"228";"1412";"2";"Aide pour peinture intérieure";"Cherche de l'aide pour de la peinture intérieure, les AccordeurEs qui offrent ce service n'étant pas disponibles. Une chambre et une salle de bain à peindre; je me charge moi-même du découpage. ";"-1";"-1";"0";"2009-10-13";"2009-11-05"
"229";"1976";"86";"Peinture intérieure";"Peinturer une pièce. Il y a deux et peut être même trois couches à donner pour que soit bien blanc.";"-1";"-1";"0";"2012-03-02";"2012-10-30"
